transaction_id,customer_id,product_name,quantity,unit_price,total_price,purchase_date,store_location,payment_method,is_returned
294,294,Veal - Sweetbread,80,928.96,9760.14,2/7/2021,Room 49,cash,false
295,295,"Bread - White, Unsliced",22,515.37,1477.5,5/13/2021,Apt 41,credit card,false
296,296,Puree - Mango,3,82.25,6876.19,3/25/2021,Room 95,credit card,false
297,297,Beans - Green,44,107.37,5308.96,10/14/2021,PO Box 26109,cash,true
298,298,Bread - Burger,27,594.06,6509.15,10/12/2021,PO Box 34226,cash,false
299,299,Energy Drink,87,966.02,4710.55,11/12/2021,PO Box 17806,cash,false
300,300,Herb Du Provence - Primerba,52,719.66,9895.51,2/9/2021,Suite 16,debit card,false
301,301,Mix - Cocktail Ice Cream,68,717.54,8091.75,2/23/2021,Apt 87,credit card,false
302,302,Oneshot Automatic Soap System,81,988.37,1748.86,6/21/2021,Suite 74,credit card,false
303,303,Scallops - Live In Shell,70,718.56,9606.67,12/8/2021,Suite 36,debit card,true
304,304,Chevril,73,543.1,3079.79,8/31/2021,Apt 616,credit card,false
305,305,White Baguette,97,846.98,5209.95,10/23/2021,2nd Floor,debit card,false
306,306,Carroway Seed,52,29.86,9532.58,4/25/2021,PO Box 14451,debit card,true
307,307,Sauerkraut,51,397.8,6126.77,5/17/2021,Suite 29,debit card,false
308,308,"Vermouth - White, Cinzano",65,321.93,4676.86,5/9/2021,Room 1605,credit card,true
309,309,Mcguinness - Blue Curacao,68,108.94,7357.96,10/3/2021,Suite 72,credit card,false
310,310,Strawberries,76,564.14,1029.63,3/9/2021,6th Floor,credit card,false
311,311,Flour - Bread,60,175.81,4355.4,5/2/2021,9th Floor,credit card,true
312,312,Snapple - Iced Tea Peach,50,330.33,2374.48,3/31/2021,9th Floor,cash,false
313,313,"Pepper - Paprika, Hungarian",91,543.91,6309.31,12/1/2021,Room 594,cash,true
314,314,Rabbit - Whole,5,831.0,1020.12,11/25/2021,Apt 1604,credit card,false
315,315,Pepper - Red Chili,7,82.79,5213.68,10/29/2021,PO Box 76701,cash,false
316,316,Plasticknivesblack,91,454.56,9876.89,5/17/2021,Apt 694,cash,true
317,317,"Tuna - Canned, Flaked, Light",38,149.04,3929.57,3/9/2021,Apt 1160,debit card,true
318,318,"Pasta - Cappellini, Dry",7,925.17,879.18,6/7/2021,4th Floor,credit card,true
319,319,"Trout - Rainbow, Frozen",3,443.76,1.36,7/25/2021,Room 1954,credit card,true
320,320,Garlic,9,619.96,1636.64,3/22/2021,Apt 1232,credit card,true
321,321,Muffin Mix - Raisin Bran,50,398.67,8213.86,12/1/2021,Apt 1346,credit card,false
322,322,Butter Balls Salted,95,596.94,1321.48,5/10/2021,Room 345,credit card,true
323,323,Pork - Hock And Feet Attached,99,503.14,4252.01,2/5/2021,Room 1920,cash,true
324,324,Island Oasis - Wildberry,3,238.16,8375.71,9/20/2021,Room 1918,cash,false
325,325,Soup - Campbells Chicken,49,600.49,834.94,10/15/2021,Suite 90,cash,true
326,326,"Cheese - Brie, Cups 125g",99,263.6,7617.47,12/20/2021,9th Floor,debit card,true
327,327,Daves Island Stinger,84,736.06,3396.2,4/4/2021,Suite 5,cash,true
328,328,Lotus Rootlets - Canned,100,927.78,4009.53,8/27/2021,Suite 34,cash,false
329,329,Straws - Cocktale,98,989.18,2683.67,6/12/2021,Suite 18,debit card,false
330,330,Triple Sec - Mcguinness,88,922.78,3671.64,2/2/2021,Suite 39,cash,true
331,331,Steampan Lid,44,531.7,485.51,5/10/2021,Suite 56,debit card,false
332,332,Chocolate - White,91,592.97,4679.31,8/9/2021,Apt 839,debit card,false
333,333,"Juice - Cranberry, 341 Ml",57,399.92,3921.73,9/10/2021,16th Floor,cash,true
334,334,Uniform Linen Charge,81,986.31,2094.9,10/25/2021,Apt 1181,credit card,false
335,335,Ecolab - Hand Soap Form Antibac,5,713.07,389.51,4/8/2021,Room 64,debit card,true
336,336,Sea Bass - Fillets,31,846.84,4250.99,8/30/2021,Suite 99,debit card,false
337,337,Burger Veggie,61,385.01,7968.72,2/18/2021,PO Box 31183,cash,false
338,338,Gloves - Goldtouch Disposable,6,960.94,7650.33,3/29/2021,Apt 195,debit card,false
339,339,Wine - Zinfandel California 2002,65,531.12,2394.0,3/6/2021,PO Box 22689,credit card,false
340,340,Water - Perrier,10,519.57,1999.27,12/16/2021,PO Box 13166,debit card,false
341,341,Flower - Potmums,60,63.43,5589.89,7/11/2021,PO Box 47707,cash,false
342,342,"Wine - Red, Metus Rose",30,58.93,7103.35,12/28/2021,Room 13,credit card,false
343,343,"Shrimp - 16/20, Iqf, Shell On",88,155.54,7333.71,5/15/2021,Suite 12,credit card,true
344,344,Onion Powder,43,807.47,7163.19,6/22/2021,Suite 16,debit card,true
345,345,"Bread - White, Unsliced",100,712.47,1940.83,2/17/2021,Suite 85,credit card,false
346,346,Pie Filling - Apple,87,445.95,7936.32,6/11/2021,Apt 1645,cash,true
347,347,Bar Nature Valley,14,716.68,4923.3,7/23/2021,Apt 1858,credit card,true
348,348,Wine - Magnotta - Bel Paese White,70,995.99,5833.57,7/17/2021,PO Box 88236,credit card,false
349,349,Asparagus - Frozen,47,807.77,3539.74,1/13/2021,Suite 79,credit card,false
350,350,Soup - Tomato Mush. Florentine,27,409.53,88.46,1/22/2021,Room 1781,debit card,true
351,351,"Soup - Knorr, French Onion",52,949.8,9919.08,12/1/2021,Room 187,cash,true
352,352,"Wine - White, Mosel Gold",59,944.31,3574.63,11/15/2021,Room 335,debit card,true
353,353,"Soup - Campbells, Cream Of",2,878.55,9546.3,9/12/2021,Suite 16,credit card,true
354,354,Jolt Cola,5,180.79,7632.69,12/8/2021,PO Box 14979,cash,false
355,355,"Wine - Red, Antinori Santa",45,385.58,5833.48,9/10/2021,PO Box 75809,cash,true
356,356,Beef - Diced,27,50.8,1858.74,12/21/2021,Apt 859,credit card,true
357,357,Bread Foccacia Whole,33,448.02,7416.77,2/19/2021,PO Box 67652,debit card,false
358,358,"Pepsi - Diet, 355 Ml",57,16.83,5805.33,10/12/2021,9th Floor,debit card,false
359,359,Cheese Cloth No 60,30,270.35,5772.68,8/13/2021,Suite 40,cash,true
360,360,Scampi Tail,99,114.16,149.27,11/7/2021,PO Box 50608,cash,false
361,361,Cardamon Ground,76,203.02,4705.09,11/26/2021,13th Floor,cash,true
362,362,Pork - Back Ribs,20,172.96,4033.69,11/18/2021,Room 1157,cash,true
363,363,Truffle Cups Green,28,417.2,3245.14,7/5/2021,PO Box 90099,debit card,true
364,364,"Soup - Knorr, Chicken Gumbo",43,265.84,377.95,12/29/2021,3rd Floor,credit card,false
365,365,"Juice - Apple, 500 Ml",11,153.36,6902.24,1/27/2021,PO Box 68190,credit card,false
366,366,Crab - Meat,50,161.52,4443.23,5/10/2021,7th Floor,debit card,false
367,367,Sprouts - Onion,96,812.98,6603.89,1/29/2021,Room 867,debit card,true
368,368,"Beets - Candy Cane, Organic",34,236.62,3638.51,3/3/2021,Suite 13,cash,true
369,369,"Placemat - Scallop, White",82,729.16,1757.91,6/25/2021,Suite 27,credit card,true
370,370,Beef - Striploin Aa,13,751.81,3122.83,2/15/2021,6th Floor,credit card,false
371,371,Cookie Double Choco,7,211.22,8483.48,3/7/2021,PO Box 24622,credit card,true
372,372,"Pork - Butt, Boneless",94,308.7,2710.66,8/8/2021,Suite 13,debit card,true
373,373,"Nut - Almond, Blanched, Ground",10,134.92,5624.81,9/2/2021,Apt 1471,credit card,true
374,374,Salt And Pepper Mix - Black,49,955.61,6042.75,7/25/2021,4th Floor,debit card,true
375,375,Lettuce - Iceberg,31,401.1,7117.79,5/30/2021,Suite 17,debit card,false
376,376,Chip - Potato Dill Pickle,10,58.27,288.07,7/25/2021,Suite 35,cash,true
377,377,Pasta - Canelloni,64,291.04,2288.04,4/17/2021,PO Box 1182,debit card,true
378,378,Pike - Frozen Fillet,23,723.67,7570.39,4/16/2021,Room 594,credit card,true
379,379,"Rum - Dark, Bacardi, Black",98,799.74,6024.12,4/1/2021,Room 447,cash,false
380,380,Ginger - Ground,45,341.11,2746.79,2/13/2021,Room 1680,credit card,false
381,381,"Beef - Roasted, Cooked",28,178.14,2002.03,8/28/2021,Room 1744,debit card,false
382,382,Lamb - Bones,87,132.21,9160.89,9/2/2021,Apt 831,credit card,true
383,383,"Soup - Clam Chowder, Dry Mix",8,826.73,4542.48,5/14/2021,Suite 4,cash,false
384,384,Island Oasis - Mango Daiquiri,2,337.13,8068.41,1/28/2021,20th Floor,credit card,false
385,385,Juice - Propel Sport,74,397.71,922.7,10/16/2021,Room 67,credit card,false
386,386,Sauerkraut,24,835.66,9268.94,11/30/2021,PO Box 1177,debit card,true
387,387,Marjoram - Fresh,32,770.43,7377.3,7/3/2021,19th Floor,credit card,true
388,388,"Soup - Campbells, Chix Gumbo",41,679.42,3589.12,5/5/2021,Suite 64,cash,false
389,389,Mace,96,853.86,4628.64,10/9/2021,PO Box 49059,cash,true
390,390,Bagels Poppyseed,39,590.71,4637.1,9/3/2021,Suite 46,debit card,true
391,391,Ocean Spray - Ruby Red,99,3.71,2803.29,8/8/2021,Room 1144,credit card,false
392,392,"Nut - Almond, Blanched, Whole",33,730.61,6225.7,10/17/2021,6th Floor,credit card,false
393,393,Syrup - Kahlua Chocolate,6,878.94,7149.39,10/10/2021,2nd Floor,cash,true
394,394,"Seedlings - Buckwheat, Organic",82,91.81,9291.07,10/25/2021,Suite 32,cash,false
395,395,Bar Mix - Lemon,94,828.73,3620.89,2/27/2021,Suite 48,debit card,false
396,396,Apricots Fresh,16,277.01,3313.81,2/26/2021,1st Floor,cash,false
397,397,Guava,12,878.04,8388.5,9/18/2021,Room 1421,credit card,false
398,398,Muffin Mix - Carrot,37,296.15,8193.07,9/23/2021,Room 134,credit card,false
399,399,Lamb - Loin Chops,90,500.22,6931.74,9/14/2021,8th Floor,credit card,false
400,400,"Soup - Knorr, French Onion",60,839.71,6732.05,12/22/2021,12th Floor,cash,false
401,401,"Soup - Knorr, French Onion",90,326.82,2210.96,6/15/2021,Apt 1654,credit card,true
402,402,Ginger - Crystalized,92,833.23,9311.31,4/25/2021,Apt 1404,cash,true
403,403,Ecolab - Lime - A - Way 4/4 L,59,706.98,2128.62,11/6/2021,Room 1055,cash,true
404,404,Curry Powder Madras,1,509.71,9642.32,9/23/2021,10th Floor,credit card,true
405,405,Ostrich - Prime Cut,55,256.04,8008.87,1/23/2021,Suite 5,cash,false
406,406,Oneshot Automatic Soap System,20,197.37,3926.29,1/11/2021,PO Box 18183,credit card,false
407,407,"Wine - Red, Harrow Estates, Cab",37,416.34,2232.79,2/12/2021,PO Box 88113,debit card,true
408,408,Chips Potato Salt Vinegar 43g,37,517.12,8930.09,4/8/2021,Room 1443,credit card,true
409,409,Milk - Chocolate 250 Ml,17,503.05,5577.76,7/20/2021,Suite 20,cash,true
410,410,Celery Root,46,894.92,9608.97,8/9/2021,Room 1772,credit card,true
411,411,Plate Foam Laminated 9in Blk,41,817.35,1997.35,10/23/2021,5th Floor,credit card,true
412,412,"Fish - Scallops, Cold Smoked",41,345.87,8614.16,8/21/2021,Apt 1376,credit card,false
413,413,"Pork - Tenderloin, Fresh",6,332.34,3189.45,9/16/2021,Suite 66,cash,false
414,414,Mustard - Pommery,25,79.16,1902.24,7/13/2021,10th Floor,debit card,true
415,415,Urban Zen Drinks,29,996.9,8029.25,9/10/2021,PO Box 26488,cash,true
416,416,True - Vue Containers,98,104.12,6171.72,4/29/2021,Suite 73,cash,true
417,417,Artichokes - Jerusalem,89,476.39,2389.85,5/6/2021,PO Box 77909,cash,true
418,418,Mint - Fresh,72,286.71,5227.91,10/9/2021,8th Floor,credit card,true
419,419,Nantucket Pine Orangebanana,100,205.72,2378.69,11/18/2021,Room 1904,credit card,true
420,420,Garlic Powder,85,28.96,8692.76,1/3/2021,17th Floor,debit card,false
421,421,Curry Paste - Green Masala,79,422.76,2849.37,9/19/2021,Room 1391,credit card,false
422,422,Truffle Paste,84,303.25,8208.1,4/25/2021,Suite 24,cash,false
423,423,Jello - Assorted,37,806.26,4962.13,5/5/2021,PO Box 38019,debit card,true
424,424,Grand Marnier,21,593.62,4696.4,1/10/2021,Suite 92,credit card,true
425,425,"Yogurt - Banana, 175 Gr",59,631.58,4865.5,8/17/2021,4th Floor,cash,true
426,426,Muffin - Blueberry Individual,3,884.05,8184.81,2/2/2021,Room 475,cash,false
427,427,Chocolate - Mi - Amere Semi,45,847.73,6124.63,4/21/2021,Suite 61,debit card,true
428,428,Cake - Night And Day Choclate,65,579.94,7236.03,1/11/2021,Apt 676,cash,false
429,429,Wine - Delicato Merlot,78,372.73,2974.18,12/9/2021,Suite 69,credit card,false
430,430,Wine - Champagne Brut Veuve,57,798.44,5796.19,1/4/2021,Suite 88,credit card,true
431,431,Wine - Gato Negro Cabernet,53,966.43,2178.31,5/21/2021,Room 762,credit card,true
432,432,"Soup - Knorr, Classic Can. Chili",85,207.81,1941.83,5/15/2021,PO Box 32227,debit card,false
433,433,Cornish Hen,2,844.26,6500.21,11/10/2021,Room 1698,cash,false
434,434,Oil - Olive Bertolli,62,986.95,3209.17,6/22/2021,15th Floor,credit card,false
435,435,Island Oasis - Mango Daiquiri,89,540.33,5986.44,6/23/2021,Apt 480,credit card,true
436,436,Meldea Green Tea Liquor,100,132.65,5932.91,6/7/2021,8th Floor,cash,true
437,437,Skirt - 24 Foot,25,308.5,1898.14,11/24/2021,Room 245,debit card,true
438,438,Coffee - 10oz Cup 92961,27,496.84,8146.46,5/22/2021,Room 1876,debit card,true
439,439,Muffin - Blueberry Individual,37,509.29,1428.85,7/5/2021,Suite 59,credit card,true
440,440,Vegetable - Base,97,497.72,7738.15,6/23/2021,Suite 66,credit card,false
441,441,Nantuket Peach Orange,26,227.97,6336.72,5/11/2021,18th Floor,credit card,true
442,442,Chocolate - Milk Coating,34,538.93,9181.19,3/24/2021,Room 1276,debit card,true
443,443,Turkey - Oven Roast Breast,3,641.71,6633.32,6/6/2021,Suite 9,credit card,false
444,444,"Nut - Almond, Blanched, Ground",74,68.38,7091.72,8/2/2021,PO Box 42891,cash,false
445,445,Cheese - Brie,17,954.08,1272.6,11/13/2021,Apt 1535,debit card,false
446,446,Tarts Assorted,18,181.52,6230.93,6/26/2021,Room 1680,credit card,true
447,447,Squid - Breaded,40,995.27,8992.82,4/3/2021,Suite 24,debit card,false
448,448,"Basil - Primerba, Paste",35,52.78,8315.76,12/21/2021,Room 1175,debit card,false
449,449,"Tart Shells - Savory, 2",94,189.37,1852.16,8/11/2021,PO Box 94665,cash,false
450,450,Tea - Lemon Green Tea,95,294.94,9257.17,12/20/2021,Suite 96,credit card,false
451,451,Pepper - Red Thai,23,219.18,1242.96,1/26/2021,6th Floor,cash,false
452,452,Spring Roll Wrappers,12,757.94,9695.86,11/5/2021,10th Floor,credit card,false
453,453,Wine - Valpolicella Masi,69,424.01,6732.74,2/15/2021,17th Floor,credit card,true
454,454,Lime Cordial - Roses,21,352.83,9412.03,8/16/2021,Room 1468,debit card,false
455,455,"Pasta - Lasagna, Dry",99,147.27,6479.29,4/21/2021,PO Box 38723,cash,false
456,456,Beer - Labatt Blue,22,881.01,4732.39,6/18/2021,Apt 723,cash,true
457,457,Sachet,24,770.69,9036.57,12/23/2021,Room 717,cash,false
458,458,Salami - Genova,83,55.05,1466.58,10/25/2021,Room 1338,cash,false
459,459,"Lamb - Leg, Diced",12,996.11,8792.96,12/17/2021,PO Box 89705,cash,true
460,460,Shark - Loin,33,774.7,4999.84,2/11/2021,PO Box 87588,debit card,true
461,461,"Soup - Knorr, Ministrone",66,212.91,3635.08,12/24/2021,Room 323,debit card,false
462,462,Wine - Beringer Founders Estate,8,849.73,2129.31,6/12/2021,Suite 58,debit card,true
463,463,"Wine - White, Riesling, Henry Of",49,268.91,5880.19,5/4/2021,Room 174,credit card,false
464,464,"Halibut - Whole, Fresh",8,708.81,557.39,1/19/2021,Apt 305,credit card,false
465,465,Dried Cherries,28,894.24,6487.28,12/10/2021,Room 1489,debit card,true
466,466,Fondant - Icing,26,357.75,6148.7,1/13/2021,Room 1992,credit card,false
467,467,Wine - Vidal Icewine Magnotta,76,722.02,3618.24,6/19/2021,Suite 76,cash,false
468,468,Haggis,21,102.15,1668.87,3/20/2021,Suite 36,cash,false
469,469,Turkey Tenderloin Frozen,7,437.42,6337.21,11/16/2021,Room 470,credit card,true
470,470,"Cup - 3.5oz, Foam",30,763.34,3327.38,8/2/2021,Apt 84,cash,true
471,471,Chevril,86,769.45,8130.99,7/28/2021,Suite 10,cash,false
472,472,Tomato - Plum With Basil,64,48.34,6724.86,7/21/2021,Apt 85,debit card,false
473,473,Truffle Shells - White Chocolate,87,478.59,9617.19,4/15/2021,18th Floor,cash,false
474,474,Lettuce - Arugula,70,915.2,7346.0,9/14/2021,Apt 1793,credit card,true
475,475,"Wine - Red, Antinori Santa",56,101.1,3632.17,6/14/2021,2nd Floor,debit card,true
476,476,Nantucket Cranberry Juice,68,675.25,8563.04,2/27/2021,Suite 59,credit card,false
477,477,"Cheese - Cheddar, Mild",32,862.65,87.57,7/14/2021,Room 257,debit card,true
478,478,Spring Roll Wrappers,67,640.21,7616.07,11/9/2021,PO Box 54308,credit card,true
479,479,Ginger - Crystalized,50,167.48,8886.6,4/28/2021,Room 1888,credit card,true
480,480,Lentils - Green Le Puy,8,266.14,8448.84,2/10/2021,12th Floor,credit card,false
481,481,Macaroons - Homestyle Two Bit,88,216.45,8159.38,3/18/2021,Room 383,debit card,true
482,482,Vodka - Moskovskaya,66,164.28,2921.48,3/28/2021,Room 863,cash,true
483,483,Lamb - Rack,48,39.53,4117.97,1/6/2021,2nd Floor,credit card,true
484,484,Wine - Magnotta - Cab Franc,82,638.97,297.05,3/7/2021,Room 1177,credit card,false
485,485,Wine - Shiraz Wolf Blass Premium,57,39.77,368.62,6/4/2021,5th Floor,debit card,false
486,486,Canada Dry,64,588.55,8407.59,4/29/2021,Suite 96,credit card,false
487,487,Lettuce - Lambs Mash,20,22.66,9250.68,2/5/2021,PO Box 20634,credit card,true
488,488,"Beef - Outside, Round",100,762.39,4165.77,2/13/2021,PO Box 93886,debit card,true
489,489,"Soup - Campbells, Creamy",99,12.84,2783.32,12/11/2021,Room 1359,debit card,true
490,490,Tomatoes - Heirloom,63,376.04,9386.85,7/23/2021,Room 767,debit card,false
491,491,"Stock - Veal, Brown",25,139.38,5818.64,9/3/2021,PO Box 42019,credit card,false
492,492,Flour - Whole Wheat,19,615.66,3907.1,2/27/2021,PO Box 35351,cash,true
493,493,Lettuce - Baby Salad Greens,30,847.31,1570.96,9/1/2021,18th Floor,cash,true
494,494,"Gin - Gilbeys London, Dry",15,827.89,2538.08,2/15/2021,Suite 100,credit card,true
495,495,Grapefruit - White,51,25.01,9463.06,5/3/2021,Apt 495,debit card,true
496,496,Rabbit - Frozen,57,981.3,6952.77,4/12/2021,10th Floor,credit card,false
497,497,Chicken - Leg / Back Attach,85,320.92,3683.47,3/25/2021,7th Floor,debit card,true
498,498,Orange - Tangerine,28,64.42,182.51,4/24/2021,Room 1387,cash,true
499,499,"Pasta - Penne Primavera, Single",1,899.28,6726.4,6/6/2021,PO Box 76467,cash,false
500,500,Wine - Gewurztraminer Pierre,83,801.14,2746.41,6/15/2021,Suite 91,cash,true
501,501,"Radish - Black, Winter, Organic",81,509.15,6921.51,5/7/2021,8th Floor,cash,true
502,502,Cardamon Ground,38,538.93,4540.54,2/23/2021,PO Box 28804,debit card,false
503,503,Sobe - Orange Carrot,60,77.0,4312.17,10/2/2021,Suite 42,credit card,true
504,504,Bagel - Everything Presliced,27,186.47,3887.5,5/9/2021,PO Box 63916,credit card,true
505,505,"Sauce - Black Current, Dry Mix",13,184.95,572.05,2/19/2021,Apt 1198,cash,true
506,506,Yogurt - Plain,20,363.39,3578.2,5/7/2021,Apt 1046,debit card,true
507,507,"Pepper - Black, Ground",31,979.8,316.61,6/3/2021,4th Floor,debit card,true
508,508,Cheese - Brie Roitelet,79,169.66,4927.67,11/25/2021,Apt 980,credit card,false
509,509,"Yogurt - Peach, 175 Gr",78,170.5,4049.86,8/29/2021,Room 1416,debit card,true
510,510,Pear - Asian,59,728.08,8914.23,8/3/2021,Apt 1369,credit card,true
511,511,Snapple Raspberry Tea,57,934.54,413.73,6/23/2021,Suite 32,cash,false
512,512,"Bread - Pumpernickle, Rounds",86,871.51,8637.47,5/11/2021,Suite 73,credit card,false
513,513,Isomalt,2,903.09,2508.18,10/31/2021,4th Floor,debit card,true
514,514,Pastry - Key Limepoppy Seed Tea,83,326.78,459.22,9/7/2021,Suite 32,credit card,false
515,515,Bread - Olive,18,908.07,1461.93,1/21/2021,Room 1781,cash,true
516,516,"Lid - 10,12,16 Oz",64,610.02,5964.91,3/15/2021,Room 449,credit card,true
517,517,Vinegar - Tarragon,78,522.57,8447.91,5/30/2021,Room 1990,cash,false
518,518,Mustard - Individual Pkg,50,752.3,5921.77,1/28/2021,PO Box 44080,cash,false
519,519,Chick Peas - Dried,90,650.05,2740.36,1/26/2021,Room 1662,cash,false
520,520,Wine - Alicanca Vinho Verde,2,231.07,363.14,6/3/2021,Apt 1205,debit card,false
521,521,Eggroll,75,71.23,123.24,12/11/2021,Suite 60,debit card,false
522,522,Pepper - Gypsy Pepper,16,379.11,9190.34,7/11/2021,14th Floor,cash,false
523,523,Apple - Fuji,61,497.28,9443.79,9/5/2021,Suite 65,cash,true
524,524,"Cheese - Havarti, Salsa",76,25.07,1221.94,4/10/2021,Suite 30,debit card,true
525,525,Crawfish,32,469.75,6160.76,10/17/2021,Apt 1827,debit card,true
526,526,Wine - Lou Black Shiraz,87,263.3,4348.32,8/2/2021,2nd Floor,credit card,true
527,527,Pepper - Cubanelle,61,532.43,583.47,4/15/2021,PO Box 38887,debit card,false
528,528,Lamb - Shoulder,54,54.31,1826.25,11/14/2021,6th Floor,credit card,false
529,529,"Tomatoes - Cherry, Yellow",71,306.71,9144.63,7/30/2021,PO Box 93644,debit card,true
530,530,Tea - Apple Green Tea,75,870.77,9367.32,9/29/2021,Room 1230,cash,true
531,531,Pastry - Banana Muffin - Mini,77,590.47,1821.45,9/15/2021,Apt 1728,credit card,true
532,532,Tamarillo,8,190.57,3199.6,5/6/2021,7th Floor,credit card,false
533,533,Wine - Delicato Merlot,39,713.21,1852.05,5/31/2021,Room 1158,debit card,false
534,534,Fiddlehead - Frozen,5,327.6,769.11,5/29/2021,16th Floor,debit card,true
535,535,"Beans - Long, Chinese",59,750.43,9928.86,11/7/2021,Apt 1171,cash,false
536,536,Pork - Side Ribs,61,656.32,5800.95,2/11/2021,Room 764,credit card,true
537,537,Carrots - Jumbo,72,724.36,3162.7,5/6/2021,11th Floor,credit card,true
538,538,Walkers Special Old Whiskey,38,504.3,42.58,2/20/2021,Apt 1654,cash,true
539,539,V8 Splash Strawberry Banana,97,136.05,6686.6,2/27/2021,Room 1282,credit card,false
540,540,Smoked Paprika,34,187.05,5188.36,12/7/2021,Apt 1937,credit card,true
541,541,Beef - Tenderloin - Aa,94,679.91,8317.55,6/19/2021,Suite 43,debit card,false
542,542,"Trout - Rainbow, Fresh",90,124.06,7693.85,5/12/2021,2nd Floor,cash,false
543,543,"Beef - Baby, Liver",25,942.54,8782.09,10/15/2021,Suite 85,credit card,true
544,544,Lamb Leg - Bone - In Nz,42,101.03,9723.99,5/29/2021,PO Box 59220,debit card,false
545,545,Rice - Long Grain,20,749.43,9307.64,12/21/2021,Apt 547,cash,false
546,546,Sauce - Marinara,98,862.11,4367.76,5/31/2021,Suite 52,credit card,false
547,547,Juice - V8 Splash,51,775.59,3147.18,4/10/2021,Suite 34,credit card,false
548,548,Beer - Pilsner Urquell,4,76.78,5209.7,5/27/2021,6th Floor,cash,false
549,549,Pear - Asian,34,731.13,1943.07,8/3/2021,Room 891,credit card,false
550,550,Seabream Whole Farmed,69,227.18,9439.01,6/1/2021,PO Box 30532,credit card,true
551,551,Mikes Hard Lemonade,75,360.1,2613.84,6/12/2021,3rd Floor,cash,false
552,552,Jam - Apricot,26,623.68,6115.44,8/5/2021,8th Floor,credit card,true
553,553,Longos - Cheese Tortellini,61,722.22,5828.14,4/29/2021,PO Box 1520,debit card,true
554,554,Cheese - Gorgonzola,29,722.35,8027.4,4/12/2021,Suite 41,debit card,true
555,555,Oil - Avocado,95,412.52,5965.93,5/7/2021,Suite 77,debit card,true
556,556,Urban Zen Drinks,92,713.51,8699.22,11/12/2021,PO Box 21731,credit card,false
557,557,Cheese - Parmesan Grated,58,200.65,9090.16,7/14/2021,Room 897,credit card,true
558,558,Kohlrabi,86,83.65,1593.87,8/26/2021,Suite 54,cash,false
559,559,Coffee Decaf Colombian,33,426.89,1526.12,3/7/2021,Room 104,debit card,false
560,560,"Pineapple - Canned, Rings",41,157.49,7386.59,3/22/2021,Room 340,debit card,false
561,561,Salami - Genova,38,800.2,9810.82,5/25/2021,18th Floor,credit card,true
562,562,"Mushroom - Morels, Dry",56,592.62,4740.38,2/2/2021,Suite 39,cash,true
563,563,Oil - Sesame,59,355.13,7203.58,10/28/2021,Suite 88,credit card,true
564,564,Pastry - Carrot Muffin - Mini,59,54.63,9956.65,5/17/2021,PO Box 96650,credit card,false
565,565,"Beef - Ground, Extra Lean, Fresh",85,59.53,8921.64,4/25/2021,PO Box 2860,cash,true
566,566,"Appetizer - Mini Egg Roll, Shrimp",51,334.44,1709.44,10/31/2021,Room 913,debit card,false
567,567,Soup - French Can Pea,75,455.57,9967.61,12/4/2021,Room 604,credit card,true
568,568,Wine - Kwv Chenin Blanc South,100,767.77,5006.23,4/15/2021,Suite 96,cash,false
569,569,Onions - Cooking,22,958.79,8238.18,5/13/2021,Room 389,debit card,true
570,570,Red Currants,87,952.41,3757.09,3/25/2021,Room 1536,cash,true
571,571,Pastry - Cherry Danish - Mini,26,119.85,3248.25,9/2/2021,Room 666,credit card,false
572,572,Table Cloth 62x114 White,41,713.73,4119.62,3/22/2021,6th Floor,debit card,false
573,573,Oven Mitt - 13 Inch,89,87.42,9168.28,8/3/2021,Suite 75,cash,false
574,574,Soup - Campbells Mac N Cheese,96,208.93,9728.88,5/3/2021,PO Box 94000,credit card,false
575,575,Extract - Lemon,73,772.78,7487.33,8/27/2021,Apt 1912,credit card,false
576,576,Tea - Herbal - 6 Asst,77,91.02,120.2,11/12/2021,Apt 864,credit card,false
577,577,"Salmon - Atlantic, No Skin",23,489.58,9134.98,8/30/2021,Suite 3,debit card,true
578,578,Icecream - Dstk Strw Chseck,89,35.64,955.51,7/28/2021,Suite 95,credit card,false
579,579,"Club Soda - Schweppes, 355 Ml",1,674.92,5005.99,6/11/2021,Suite 86,cash,false
580,580,Beer - Moosehead,96,545.29,7509.72,4/30/2021,PO Box 52977,cash,false
581,581,Taro Root,86,281.3,2436.02,6/27/2021,Room 735,credit card,false
582,582,Potatoes - Yukon Gold 5 Oz,21,555.18,8912.46,8/12/2021,Suite 94,debit card,false
583,583,Bar Energy Chocchip,21,795.59,5265.07,8/26/2021,Apt 545,debit card,false
584,584,"Juice - Clam, 46 Oz",54,963.76,9751.99,7/4/2021,Suite 68,cash,true
585,585,Pimento - Canned,79,432.72,9961.46,9/6/2021,Suite 18,debit card,true
586,586,French Kiss Vanilla,94,668.0,6630.58,2/6/2021,Suite 69,cash,false
587,587,Red Currant Jelly,99,726.79,6093.11,11/7/2021,PO Box 66812,cash,false
588,588,Butter Sweet,44,45.62,292.66,4/3/2021,Suite 31,debit card,true
589,589,Squid Ink,69,359.89,4189.97,8/3/2021,Suite 32,cash,true
590,590,Gherkin,57,384.45,6369.77,6/12/2021,19th Floor,credit card,true
591,591,Gelatine Leaves - Bulk,73,877.87,2990.88,12/2/2021,Room 1166,credit card,false
